,Type,Text
1613,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
2426,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
2974,ham,Happy New Year Princess!
3843,ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
718,ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
2601,ham,"As usual..iam fine, happy &amp; doing well..:)"
283,ham,Ok. I asked for money how far
592,spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
3970,ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
3307,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
2272,ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
3674,ham,Moji just informed me that you saved our lives. Thanks.
2174,ham,"Hiya, had a good day? Have you spoken to since the weekend?"
1425,ham,Yes.. now only saw your message..
2613,ham,Yes. It's all innocent fun. O:-)
1827,ham,"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done."
5419,ham,Nope. I just forgot. Will show next week
585,ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream
860,ham,Did he just say somebody is named tampa
5227,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
3750,spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
670,ham,Did u receive my msg?
409,ham,Headin towards busetop
3925,ham,How? Izzit still raining?
647,ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
2436,ham,Oh ya ya. I remember da. .
508,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
815,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
1627,ham,Dear how you. Are you ok?
1109,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
787,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
4126,ham,May b approve panalam...but it should have more posts..
207,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
2258,ham,Here got lots of hair dresser fr china.
2034,ham,IM GONNA MISS U SO MUCH
2599,ham,Okie... Thanx...
1869,ham,Today my system sh get ready.all is well and i am also in the deep well
4236,spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
3613,ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
2399,ham,YO YO YO BYATCH WHASSUP?
3414,ham,Where do you need to go to get it?
1711,ham,"(No promises on when though, haven't even gotten dinner yet)"
1845,ham,Da is good good player.why he is unsold.
2506,ham,Congrats kano..whr s the treat maga?
5346,ham,When you guys planning on coming over?
2361,ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
5190,ham,Okie
4046,ham,If You mean the website. Yes.
4773,ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
3518,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
821,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
1746,ham,"I'm cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
545,ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
3296,ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
2998,ham,Don know..he is watching film in computer..
1431,ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
2097,ham,I'm done...
1453,ham,"That's good, because I need drugs"
4148,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
2556,spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)"
4289,ham,Hey mr whats the name of that bill brison book the one about language and words
5162,ham,Ok... Then r we meeting later?
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
2339,ham,"Alright, see you in a bit"
454,ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
1161,ham,You sure your neighbors didnt pick it up
2522,ham,"Sorry, I'll call later"
5119,ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
2806,ham,I think it's all still in my car
4130,ham,Me i'm not workin. Once i get job...
3904,ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
175,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
2405,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
3947,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
1160,ham,Yun buying... But school got offer 2000 plus only...
2748,ham,Ya had just now.onion roast.
1950,ham,Wait 2 min..stand at bus stop
3697,ham,I am in tirupur.  call you da.
1336,ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)"
3659,ham,R u here yet? I'm wearing blue shirt n black pants.
4158,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
1877,ham,Watching tv now. I got new job :)
3596,ham,Huh but i cant go 2 ur house empty handed right?
2345,ham,Okie...
1070,ham,Jus finish bathing...
1873,ham,Oh ok i didnt know what you meant. Yep i am baby jontin
802,ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
4748,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
599,ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
5062,ham,"Sorry, I'll call you  later. I am in meeting sir."
4596,ham,Yo sorry was in the shower sup
1037,ham,"No my blankets are sufficient, thx"
2070,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
572,ham,Do you know where my lab goggles went
4863,spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
4544,ham,I've been trying to reach him without success
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
2927,ham,Im done. Just studyn in library
761,spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
4626,ham,I'm on the bus. Love you
3901,ham,Okie
92,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
5039,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
4933,ham,Match started.india  &lt;#&gt;  for 2
4831,ham,"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)"
4400,ham,Yes just finished watching days of our lives. I love it.
4121,ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
2390,ham,Boo. How's things? I'm back at home and a little bored already :-(
985,ham,Yo guess what I just dropped
3353,ham,Call him and say you not coming today ok and tell them not to fool me like this ok
2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2735,ham,Can you do a mag meeting this avo at some point?
1307,spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186
3282,ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
4482,ham,No..its ful of song lyrics..
4293,ham,G.W.R
2093,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
3506,ham,"life alle mone,eppolum oru pole allalo"
930,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
4272,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
1539,ham,Midnight at the earliest
5549,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
5485,ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
1966,ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
1880,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
264,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
2734,ham,Do ü noe if ben is going?
4266,ham, &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla
1581,ham,"I shall book chez jules for half eight, if that's ok with you?"
4570,ham,At WHAT TIME should i come tomorrow
4982,ham,I said its okay. Sorry
4287,ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
703,ham,What is important is that you prevent dehydration by giving her enough fluids
661,ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
3080,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
32,ham,K tell me anything about you.
243,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
4416,ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
708,ham,Quite late lar... Ard 12 anyway i wun b drivin...
4127,spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
5433,ham,If I was I wasn't paying attention
3388,ham,So u workin overtime nigpun?
263,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
1736,ham,Why tired what special there you had
958,ham,Welp apparently he retired
4967,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
